company_name,salary,company_info,info_detail,name,time
塔莫科技,18K-36K,计算机软件,大家好，我们团队正在寻找多名java工程师，作为外派服务于一家互联网金融软件公司，薪酬佳，办公环境优，团队整体素质高。,Java开发工程师,发布于12:10
樊登读书会,20K-25K,互联网,岗位描述：,JAVA高级工程师,发布于02月24日
元旨科技,20K-40K,社交网络,职位描述：根据产品需求开发后台服务器,java 工程师,发布于17:34
蚂蚁金服,15K-30K,互联网,职责描述：,高级Java工程师/专家（上海）,发布于昨天
喜马拉雅FM,25K-35K,移动互联网,【职位描述】,资深Java开发,发布于02月27日
唯捷城配,13K-25K,物流/仓储,1、核心业务模块的功能开发、升级和重构,高级Java开发工程师,发布于昨天
猫酷科技,25K-40K,O2O,工作职责：,高级Java开发经理,发布于昨天
滴滴出行,15K-30K,移动互联网,职位描述,高级Java开发工程师 (J170526086),发布于02月23日
舞象云,15K-25K,移动互联网,舞象云——零售渠道云服务专家,JAVA大数据研发工程师,发布于02月24日
博聚科技,20K-30K,互联网,岗位职责：,Java研发工程师,发布于昨天
中智关爱通,25K-50K,电子商务,岗位职责：,高级JAVA工程师,发布于昨天
中智关爱通,15K-30K,电子商务,岗位职责：,高级JAVA开发工程师,发布于昨天
平安健康,16K-32K,医疗健康,商城java高级开发工程师或架构师,Java,发布于昨天
灵顺宝网络科技,20K-30K,电子商务,岗位职责：,Java高级开发,发布于12:28
中科卓望,12K-14K,计算机软件,工作职责：,JAVA开发工程师,发布于13:22
上海谷米,25K-50K,汽车生产,工作职责：,高级Java工程师,发布于昨天
撷知教育,10K-18K,在线教育,1. 28岁以上，细心、认真、有责任感、沟通领悟力强，全日制本科及以上，计算机科学及相关专业毕业。,高级JAVA开发工程师,发布于02月24日
小红书,30K-50K,互联网,工作职责：,JAVA开发工程师-创新项目,发布于昨天
BDO立信,8K-16K,咨询,公司内部业务系统开发,Java,发布于02月27日
小红书,30K-50K,互联网,工作职责：,资深JAVA开发工程师-创新项目,发布于昨天
贞诺网络,16K-29K,互联网,职责描述：,资深java开发工程师,发布于昨天
郑州超预企服,11K-16K,企业服务,1.定期完成量化的工作要求，独立处理和解决所负责的任务，并能够积极提出改进措施；,JAVA高级工程师,发布于09:35
